hcp_id,hcp_specialty,t1_diag_pat,t1_treated_pat,total_unique_pat_treated,unique_cancer_treated,t1_nps,t1_platinum_pat,t1_platinum_pat_1L,comp_a_claims,comp_r_claims,comp_z_claims,t1_pat_1L,t1_pat_2Lplus,t1_calls,t2_calls,t1_avg_gap,t2_avg_gap,Display_Impressions,Email_Opens,e-Newsletters_Opens,e-Newsletters_Sent,Display- eNewsletters_Sent,In App_Impressions,In-office Video/ Wallboards_Deli,Email_Delivered_EM,Direct Mail_Delivered_DM,Display- Targeted/Programmatic_I,Text Ad_Clicks,admisson_impressions,print_exposure,ABC_t1_nps
7429,Oncology,2,1,168,8,1,1,1,0,0,0,1,0,3,3,0,0,0,0,0,4,2,0,0,0,1,0,0,4,0.119489724,0
7430,Oncology,3,1,62,7,1,1,1,3,0,0,1,0,8,6.6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
7431,Oncology,2,1,112,7,0,0,0,0,0,0,0,1,5.5,6.5,41.41666667,0,0,2,0,0,4,0,10,9,1,0,0,11,0.119489724,0
7432,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,Others,0,1,16,3,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,Others,0,1,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7435,-,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,Oncology,0,1,116,8,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0.119489724,0
7437,Others,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,Others,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7439,Others,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,Oncology,2,1,10,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.119489724,0
7442,Oncology,0,1,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7443,Others,21,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
7444,Others,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,Others,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,-,1,1,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448,Others,0,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7449,-,18,1,6,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,Others,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,Oncology,5,1,100,7,1,0,0,0,0,0,0,0,29.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119520958,1
7452,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,Others,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,Oncology,12,1,199,9,0,0,0,0,0,0,0,0,13.5,7.5,0,0,0,4,0,0,0,0,0,7,1,13,0,0,0.119489724,0
7456,Gynecology,94,1,1,1,0,0,0,0,0,0,0,0,8,0.5,0,0,0,0,1,3,0,0,0,0,0,0,0,69,0,0
7457,Others,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,-,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7459,Others,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,Gynecology,34,1,1,1,0,0,0,0,0,0,0,1,4,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,Others,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,Others,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7463,Oncology,1,1,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,4,1,0,0,0,0,0
7464,Others,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,Others,2,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7467,Oncology,2,1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7468,Oncology,1,1,43,4,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
7469,Others,8,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470,Oncology,0,1,15,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471,Oncology,1,1,60,6,0,0,0,0,0,0,0,1,5,7,0,0,0,0,0,4,1,0,0,1,1,6,0,45,0.119489724,0
7472,Others,37,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473,Oncology,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474,Oncology,1,1,60,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7475,Oncology,0,1,59,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7476,Oncology,6,1,94,9,0,1,1,0,0,0,1,0,6,3.5,0,0,0,0,0,0,10,0,10,4,1,0,0,64,0.119489724,0
7477,-,4,1,30,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7478,-,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7479,Others,0,1,4,2,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7480,Gynecology,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7481,Others,0,1,15,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7482,Oncology,2,1,53,7,0,1,0,2,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7483,Oncology,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7484,Oncology,1,1,158,7,1,0,0,0,2,0,1,0,10,2.5,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0.119489724,0
7485,Others,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,Oncology,7,1,83,8,0,1,0,9,0,1,0,1,24,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.119520958,0
7487,Oncology,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488,Others,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7489,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490,Others,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7491,Others,1,1,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7492,Oncology,4,1,64,7,0,0,0,0,0,0,0,0,4,3.5,0,47.66666667,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
7493,Others,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7494,Others,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7495,Oncology,1,1,26,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7496,Others,0,1,71,6,0,0,0,0,0,0,0,1,3,1.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7497,Oncology,1,1,15,5,0,0,0,0,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
7498,Oncology,4,1,143,8,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7499,Oncology,0,1,20,4,0,0,0,0,0,0,0,1,13,5.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,Others,5,1,42,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,Others,0,1,29,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,Oncology,5,1,227,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,Oncology,2,1,89,8,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.119489724,0
7504,Others,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7505,Others,2,1,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,Oncology,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,0,0,0,0,0,0,0,0,0
7507,Oncology,10,1,112,5,0,1,0,0,0,0,0,1,10.5,10.5,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0
7508,Oncology,4,1,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,0,2,1,0,3,1,134,0.119489724,0
7509,Others,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,Oncology,3,1,79,6,0,0,0,0,0,0,0,0,9,4.5,0,0,0,0,0,4,1,2,10,4,0,0,0,0,0.119520958,0
7511,Others,2,1,52,9,0,1,0,0,0,0,0,1,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,Oncology,2,1,118,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,Others,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,Oncology,2,1,215,9,0,0,0,0,0,0,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,Oncology,4,1,185,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7518,Oncology,2,1,101,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7519,Others,4,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,Others,0,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7521,Others,10,1,173,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7522,Oncology,8,1,139,8,0,0,0,13,0,0,0,1,7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,-,0,1,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7524,Oncology,3,1,123,7,0,0,0,0,0,0,0,1,4.7,8.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.119489724,0
7525,Oncology,2,1,159,9,1,1,1,0,0,0,1,0,21,10.7,0,0,0,0,0,0,9,0,0,0,0,2,0,90,0,0
7526,Oncology,2,1,44,5,1,1,1,7,0,0,1,0,14.1,8.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
7527,Others,5,1,190,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
7528,Gynecology,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7529,Others,0,1,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7530,Oncology,3,1,96,6,0,1,0,1,0,0,0,1,4.5,13,0,0,0,0,1,8,0,0,0,4,1,0,0,17,0.119520958,0
7531,Others,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,Others,2,1,31,3,0,0,0,0,0,0,0,0,1,0.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7534,Oncology,6,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7535,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7536,Oncology,5,1,30,6,1,0,0,0,0,2,1,0,3,1.5,0,0,0,2,0,0,0,0,0,6,1,7,0,114,0.119520958,0
7537,Others,77,1,10,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7538,Others,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539,Others,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,-,1,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7541,Others,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542,Others,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7543,Gynecology,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7544,Oncology,6,1,229,8,0,0,0,0,0,0,0,1,15,4.2,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0.119520958,0
7545,Oncology,7,1,149,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7546,Others,3,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7547,Others,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7549,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7550,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,Others,0,1,14,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552,Oncology,7,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7553,Oncology,0,1,120,5,0,1,0,0,0,0,0,1,0,0,0,0,1,3,6,4,1,0,0,3,1,6,0,80,0.119489724,0
7554,Oncology,6,1,91,8,0,1,1,0,0,0,1,1,9.5,5.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.119489724,0
7555,Others,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7556,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,Others,0,1,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,Others,0,1,5,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7559,-,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7560,Others,1,1,94,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,Others,7,1,235,6,0,0,0,0,0,0,1,0,3,0.5,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
7562,Oncology,3,1,63,9,0,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
7563,Oncology,15,1,123,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7564,Others,0,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,Oncology,2,1,159,9,0,0,0,0,0,0,0,1,3,2.5,0,0,1,0,0,0,1,3,0,0,0,7,0,0,0,0
7566,Others,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7567,Others,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,Others,0,1,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7569,Others,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7570,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7571,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7572,-,1,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7573,Others,44,1,14,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,Others,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7576,Oncology,6,1,78,7,0,1,0,0,0,0,0,1,1.5,0.1,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0.119489724,0
7577,Others,0,1,13,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7578,-,2,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7579,Others,1,1,7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7580,-,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7581,Others,3,1,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7582,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7583,Oncology,2,1,115,5,0,0,0,0,0,5,0,1,7,4,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0.119489724,0
7584,Oncology,36,1,74,5,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7585,Oncology,0,1,15,3,0,0,0,0,0,0,1,0,9,4.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7586,Oncology,0,1,11,4,0,0,0,6,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7587,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7588,Oncology,1,1,17,6,1,0,0,0,0,0,1,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,Others,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7590,Oncology,6,1,67,5,0,1,1,0,0,0,1,0,13.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7591,Oncology,6,1,68,9,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.119489724,0
7592,Oncology,1,1,49,9,1,1,1,0,0,0,1,0,7.5,10.5,0,0,0,0,2,16,3,0,0,3,1,2,0,12,0.119489724,0
7593,Others,2,1,118,7,1,1,1,0,0,0,1,0,9.7,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
7594,Others,1,1,228,8,0,0,0,0,0,0,0,1,24,10.3,13.54545455,14,0,0,0,0,9,0,0,0,1,0,0,13,0.119489724,0
7595,Others,2,1,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7596,Others,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7597,Others,0,1,18,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7598,Others,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7599,Others,0,1,8,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7600,Others,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7601,Others,0,1,45,7,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7602,Others,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603,Oncology,0,1,95,6,1,0,0,0,0,0,0,1,6,8.5,85,9,19,0,0,4,4,0,0,0,0,0,0,0,0.119489724,0
7604,Others,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7605,Oncology,12,1,246,3,1,0,0,0,0,3,1,0,13.5,10,0,0,0,0,0,0,0,0,0,2,1,0,0,55,0,1
7606,-,3,1,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,Others,0,1,45,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608,Gynecology,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7610,Oncology,1,1,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119520958,0
7611,Others,0,1,8,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7612,Others,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,Oncology,7,1,31,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.119520958,0
7614,Others,1,1,35,6,0,1,0,0,0,0,0,1,6,2.6,0,0,0,0,0,0,5,0,0,8,1,0,0,0,0.119520958,0
7615,Others,0,1,46,5,0,0,0,0,0,0,0,0,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7616,Oncology,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0
7617,Oncology,3,1,170,9,0,0,0,0,0,0,0,1,14.5,12.5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0.119520958,0
7618,Oncology,6,1,186,7,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,2,3,0,0,0,14,0,0,0,0
7619,Others,1,1,17,2,0,0,0,0,0,3,0,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,Others,5,1,50,9,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621,Others,0,1,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,Others,4,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7623,Others,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7624,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7625,-,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7626,Gynecology,41,1,3,2,1,1,1,0,0,0,1,0,16,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
7627,Oncology,3,1,30,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0
7628,Oncology,3,1,196,9,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,4,7,0,0,5,1,0,0,5,0.119520958,0
7629,Others,2,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
